Date,State,District,Soil_Type,pH,EC,N,P,K,OC
28-06-2019,Andaman and Nicobar Islands,Port Blair,Loamy,6.8,0.62,260,35,281,1.12
07-04-2017,Ladakh,Leh,Sandy Loam,7.2,0.31,72,10,114,0.66
23-06-2022,Uttar Pradesh,Varanasi,Sandy,6.7,0.73,106,10,118,0.82
01-09-2024,Mizoram,Aizawl,Loamy,6.3,0.66,129,25,294,1.22
10-05-2023,Sikkim,Gangtok,Loamy,6.9,0.23,238,28,337,1.16
22-12-2015,Tripura,Agartala,Loamy,7.1,0.41,227,37,314,1
14-05-2023,Arunachal Pradesh,Itanagar,Loamy,7.7,1.05,279,24,269,0.9
09-09-2018,Sikkim,Gangtok,Loamy,6.9,0.54,175,35,211,0.92
10-10-2023,Chhattisgarh,Raipur,Loamy,6,0.43,154,17,162,0.8
14-01-2023,Bihar,Purnia,Alluvial,6.3,0.14,250,30,253,1.41
12-08-2025,Ladakh,Leh,Sandy Loam,6,0.44,75,10,152,0.72
07-02-2020,Goa,North Goa,Loamy,6.1,0.22,194,19,178,0.82
07-05-2015,Rajasthan,Jaipur,Sandy,6.1,0.21,87,11,62,0.41
13-09-2023,Madhya Pradesh,Bhopal,Red,5.8,0.23,119,11,205,0.63
15-05-2023,Tripura,Agartala,Loamy,5.6,0.22,271,37,170,1.01
26-08-2016,Uttar Pradesh,Lucknow,Sandy,6.2,0.1,120,7,94,0.61
06-08-2025,Punjab,Amritsar,Alluvial,7.6,1.06,207,22,355,1.54
11-06-2024,Delhi,New Delhi,Loamy,6.5,0.83,143,24,212,0.99
12-04-2020,Maharashtra,Pune,Black,7.4,0.33,167,33,164,1.03
10-10-2017,Ladakh,Leh,Sandy Loam,6.7,0.43,122,24,138,0.75
20-02-2015,Mizoram,Aizawl,Loamy,7,0.51,148,26,224,0.84
28-06-2023,Rajasthan,Jodhpur,Sandy,7,0.84,123,17,128,0.54
03-09-2024,Meghalaya,Shillong,Loamy,6.3,0.01,200,23,314,1.19
21-03-2024,Meghalaya,Shillong,Loamy,7.2,0.7,167,44,265,1.3
22-03-2024,Punjab,Patiala,Alluvial,7.9,1.07,156,34,392,1.47
25-05-2025,Andaman and Nicobar Islands,Port Blair,Loamy,6.1,0.37,252,32,330,1.18
27-09-2022,West Bengal,Darjeeling,Red,5.6,0.33,122,26,210,0.81
01-12-2018,Haryana,Gurgaon,Alluvial,6.3,0.97,185,40,217,0.88
28-11-2019,Telangana,Hyderabad,Black,7.3,0.34,144,36,170,0.73
01-11-2022,Assam,Cachar,Alluvial,6.5,0.56,187,49,268,1.06
25-06-2019,Tripura,Agartala,Loamy,6.4,0.76,157,27,337,1.16
08-07-2024,Odisha,Bhubaneswar,Laterite,4.5,0.24,132,8,122,0.56
10-05-2024,Delhi,New Delhi,Loamy,7.6,1.73,177,50,342,0.85
04-07-2019,Arunachal Pradesh,Itanagar,Loamy,6.4,0.36,221,28,352,0.82
03-10-2021,Manipur,Imphal,Loamy,8,1.5,240,29,278,1.34
20-04-2018,Sikkim,Gangtok,Loamy,7.4,0.88,182,41,189,0.78
19-04-2023,Jharkhand,Ranchi,Loamy,6.1,0.49,179,30,298,0.88
12-11-2022,Nagaland,Kohima,Loamy,6.9,1.37,178,24,307,0.82
31-05-2023,Sikkim,Gangtok,Loamy,7.2,0.53,276,20,189,0.73
29-01-2020,Uttarakhand,Dehradun,Loamy,6.7,0.48,203,26,243,1.1
20-07-2016,Madhya Pradesh,Bhopal,Black,7.3,0.9,155,40,266,1.19
15-08-2021,Delhi,New Delhi,Loamy,5.7,0.3,247,15,277,1.14
24-07-2017,Chhattisgarh,Raipur,Loamy,6.7,0.19,249,16,202,0.85
18-04-2020,Uttar Pradesh,Kanpur,Sandy,6.7,0.54,62,7,88,0.72
01-06-2022,Madhya Pradesh,Bhopal,Red,4.8,1.06,114,10,193,0.82
03-08-2024,Uttarakhand,Dehradun,Loamy,6.6,0.19,197,17,308,1.03
05-04-2023,Maharashtra,Nagpur,Red,6.5,1.16,197,31,220,0.49
25-08-2018,Telangana,Hyderabad,Red,7,0.86,121,15,124,0.46
14-10-2023,Assam,Dibrugarh,Alluvial,5.4,0.2,216,22,196,0.87
21-07-2015,Chandigarh,Chandigarh,Loamy,6.8,0.34,209,19,215,0.94
08-08-2024,Jammu and Kashmir,Srinagar,Loamy,5.7,0.86,246,34,294,0.77
18-06-2021,Maharashtra,Mumbai,Red,5.9,0.41,88,7,227,0.51
27-04-2015,Kerala,Thrissur,Red,6.7,0.65,191,20,230,0.97
26-03-2025,West Bengal,Kolkata,Red,6.3,0.8,170,18,221,0.48
25-07-2017,Andaman and Nicobar Islands,Port Blair,Loamy,6.1,0.22,252,20,321,1.16
10-08-2025,Mizoram,Aizawl,Loamy,6.7,0.48,157,29,183,1.03
28-07-2016,Rajasthan,Udaipur,Desert,7.9,0.41,106,8,112,0.58
10-04-2021,Tamil Nadu,Chennai,Red,6.2,0.43,130,17,133,0.78
20-06-2016,Punjab,Ludhiana,Alluvial,6,0.54,175,23,322,1.06
14-06-2019,Karnataka,Belgaum,Black,7.5,1.47,225,35,242,0.81
23-10-2020,Puducherry,Puducherry,Loamy,7.2,1.13,208,39,350,1.21
13-08-2025,Jharkhand,Ranchi,Loamy,7.4,0.8,268,35,342,0.75
21-01-2016,Jharkhand,Ranchi,Loamy,6.3,0.73,253,24,255,1.05
26-12-2023,Goa,North Goa,Loamy,7,0.66,139,20,234,0.88
19-04-2016,Ladakh,Leh,Sandy Loam,7.1,0.18,109,14,164,0.76
22-02-2016,Telangana,Warangal,Red,6.8,0.38,168,22,227,0.72
22-07-2021,Kerala,Ernakulam,Laterite,5.6,0.08,68,9,187,0.63
09-11-2024,Tamil Nadu,Coimbatore,Alluvial,7.4,0.83,292,47,380,1.01
11-05-2022,Uttarakhand,Dehradun,Loamy,6.9,0.63,231,33,341,1.09
27-07-2017,Goa,North Goa,Loamy,6.5,0.32,192,43,201,0.95
12-08-2017,Andhra Pradesh,Guntur,Black,6.7,0.31,133,23,321,0.89
25-05-2017,Goa,North Goa,Loamy,6.7,0.87,141,44,261,1.33
01-02-2017,Sikkim,Gangtok,Loamy,6.5,0.54,127,34,240,0.99
17-04-2018,Telangana,Nizamabad,Red,6.4,0.19,116,26,171,0.88
20-04-2018,Tripura,Agartala,Loamy,5.8,0.36,259,43,244,1.15
25-10-2016,Manipur,Imphal,Loamy,6.3,0.36,251,19,216,0.87
25-01-2015,Uttar Pradesh,Varanasi,Sandy,6.4,0.5,88,9,112,0.7
13-06-2020,Haryana,Gurgaon,Sandy,6.7,0.97,60,16,88,0.52
18-04-2018,Telangana,Warangal,Red,6.7,0.9,162,11,145,0.97
10-12-2016,Goa,North Goa,Loamy,6.8,0.78,145,24,245,0.9
12-10-2024,Jammu and Kashmir,Srinagar,Loamy,6.4,0.13,129,35,256,1
23-02-2020,Andhra Pradesh,Guntur,Red,5.3,0.16,139,24,161,0.5
30-03-2018,Ladakh,Leh,Sandy Loam,6.9,0.48,83,20,158,0.75
02-02-2021,Kerala,Ernakulam,Laterite,4.4,0.72,101,5,152,0.47
12-10-2015,Karnataka,Mysore,Laterite,5,0.26,111,12,104,0.88
04-03-2015,Kerala,Kozhikode,Laterite,6.2,0.53,163,16,184,0.76
29-09-2017,Gujarat,Rajkot,Sandy,6.6,0.77,97,9,69,0.42
23-10-2016,Karnataka,Belgaum,Laterite,6.3,0.57,109,14,106,0.91
06-06-2022,Ladakh,Leh,Sandy Loam,7.3,0.87,127,25,172,0.74
12-01-2021,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.9,0.94,271,36,185,0.78
01-02-2019,Delhi,New Delhi,Loamy,6.5,0.32,164,20,312,1.23
18-07-2023,Madhya Pradesh,Bhopal,Black,6,0.19,191,32,297,0.97
24-08-2017,Nagaland,Kohima,Loamy,6.1,0.56,251,32,352,1.17
28-04-2017,Telangana,Nizamabad,Red,6.5,0.3,94,26,131,0.42
12-01-2018,Himachal Pradesh,Mandi,Sandy Loam,6.5,0.42,124,22,75,0.58
25-05-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.6,0.19,221,24,181,1
19-11-2016,Jharkhand,Ranchi,Loamy,6.5,0.9,191,24,245,1.02
28-05-2015,Arunachal Pradesh,Itanagar,Loamy,7.1,0.67,212,20,207,1
18-02-2025,Manipur,Imphal,Loamy,7.2,1.27,191,47,297,0.98
08-12-2015,Assam,Dibrugarh,Laterite,5.5,0.25,122,22,196,0.75
28-11-2021,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.2,0.64,259,41,271,1.07
22-12-2017,Goa,North Goa,Loamy,6.7,0.45,121,18,206,1.14
21-09-2019,Assam,Kamrup,Alluvial,7.8,1.07,269,37,289,1.1
15-10-2018,Karnataka,Bangalore,Laterite,5.8,0.15,66,21,160,0.51
21-02-2022,Manipur,Imphal,Loamy,6.6,0.45,163,28,215,0.71
23-11-2015,West Bengal,Darjeeling,Red,6.2,0.37,145,29,122,0.4
28-11-2019,Jharkhand,Ranchi,Loamy,6.8,0.56,199,25,235,0.92
26-10-2019,Gujarat,Vadodara,Sandy,6.3,0.15,124,12,70,0.52
18-10-2023,Manipur,Imphal,Loamy,6.6,0.22,267,33,334,0.88
16-09-2017,Nagaland,Kohima,Loamy,6.7,0.21,158,41,191,1.24
12-03-2021,Nagaland,Kohima,Loamy,6.8,0.81,122,31,315,1.18
18-10-2021,Telangana,Hyderabad,Black,6.7,0.54,163,18,238,1.08
09-08-2017,Arunachal Pradesh,Itanagar,Loamy,7,0.2,213,37,315,1.12
23-12-2016,Punjab,Patiala,Alluvial,6.9,0.06,228,43,215,0.79
12-04-2024,Puducherry,Puducherry,Loamy,7,1.3,248,47,358,1.04
10-09-2020,Uttar Pradesh,Kanpur,Alluvial,7.6,1.04,276,46,239,1.01
10-06-2022,Gujarat,Surat,Black,8.1,1.14,193,38,223,0.68
21-05-2021,Chandigarh,Chandigarh,Loamy,6.2,0.41,243,24,185,1.05
30-03-2024,Chhattisgarh,Raipur,Loamy,6.9,0.79,270,25,229,1.23
04-03-2016,Karnataka,Bangalore,Laterite,6.6,0.56,140,15,84,0.61
09-02-2019,Andhra Pradesh,Guntur,Black,7.2,0.04,174,26,262,0.75
13-10-2015,Puducherry,Puducherry,Loamy,7,0.52,232,34,201,1.07
21-10-2023,Andhra Pradesh,Chittoor,Alluvial,8.1,1.03,170,33,412,0.89
27-07-2024,Odisha,Bhubaneswar,Red,6.5,0.61,159,15,136,0.67
18-06-2023,Arunachal Pradesh,Itanagar,Loamy,6.6,0.56,172,22,256,0.83
27-08-2020,Rajasthan,Udaipur,Sandy,6.3,0.27,141,4,136,0.67
07-02-2017,Punjab,Amritsar,Alluvial,6.3,0.42,189,28,265,1.21
22-03-2022,Tamil Nadu,Madurai,Alluvial,6.2,0.61,189,39,401,1.18
26-10-2018,Rajasthan,Udaipur,Sandy,6.2,0.44,140,8,70,0.73
21-11-2023,Telangana,Warangal,Red,5.9,0.34,74,21,133,0.55
16-05-2023,Bihar,Muzaffarpur,Alluvial,7.2,0.43,291,26,215,1.26
13-07-2015,Kerala,Ernakulam,Red,6.6,0.68,172,14,247,0.95
24-12-2021,Sikkim,Gangtok,Loamy,6.8,0.65,279,17,295,0.84
14-09-2017,Punjab,Ludhiana,Alluvial,6.5,0.42,185,31,385,1.31
10-02-2018,Nagaland,Kohima,Loamy,6.1,0.26,247,20,291,0.71
01-12-2020,Andhra Pradesh,Chittoor,Black,6.7,0.82,136,18,300,0.92
07-01-2024,Chandigarh,Chandigarh,Loamy,7.4,1,168,36,227,1.24
29-08-2019,Delhi,New Delhi,Loamy,7.1,0.85,224,46,204,0.81
04-08-2017,Telangana,Warangal,Red,6.1,0.46,141,28,215,0.99
10-04-2017,Maharashtra,Nagpur,Red,6.1,0.18,194,10,215,0.41
04-03-2025,Ladakh,Leh,Sandy Loam,5.1,1.1,63,12,83,0.42
04-04-2020,Chhattisgarh,Raipur,Loamy,6.3,0.27,140,35,333,0.84
18-02-2024,Karnataka,Belgaum,Laterite,5.8,0.72,143,16,111,1.04
20-02-2023,Telangana,Nizamabad,Red,5.3,0.11,96,24,164,0.39
24-02-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.2,0.66,191,38,309,0.72
03-03-2025,Madhya Pradesh,Bhopal,Red,6,0.74,195,18,201,0.44
10-03-2017,Meghalaya,Shillong,Loamy,7,0.9,145,24,362,0.81
16-02-2017,Telangana,Nizamabad,Black,7.7,1.05,206,22,199,1.03
21-01-2019,Madhya Pradesh,Bhopal,Black,7.4,0.75,147,40,256,0.96
16-03-2020,Telangana,Hyderabad,Red,6.2,0,190,10,217,0.55
18-01-2021,Uttar Pradesh,Kanpur,Sandy,6.5,0.48,125,8,130,0.38
13-06-2024,Arunachal Pradesh,Itanagar,Loamy,7.4,0.72,215,20,234,0.97
04-11-2020,Meghalaya,Shillong,Loamy,6.5,0.32,216,31,208,0.83
24-02-2015,Andhra Pradesh,Chittoor,Red,5.6,0.23,82,14,202,0.59
17-09-2024,Karnataka,Bangalore,Red,5.5,0.41,153,21,172,0.49
29-12-2019,Jammu and Kashmir,Srinagar,Loamy,6.5,0.28,263,37,266,1.26
16-04-2018,Andaman and Nicobar Islands,Port Blair,Loamy,5.5,0.02,252,38,277,0.88
24-06-2024,Mizoram,Aizawl,Loamy,7.3,1.16,191,32,312,1.27
13-05-2024,West Bengal,Darjeeling,Red,5.9,0.32,186,24,125,0.8
07-06-2023,Andaman and Nicobar Islands,Port Blair,Loamy,7,1.65,153,39,308,1.26
12-04-2017,Assam,Dibrugarh,Alluvial,6.9,0.29,197,49,315,1.28
09-11-2015,Jharkhand,Ranchi,Loamy,6.6,0.68,240,35,360,0.98
07-09-2022,Maharashtra,Pune,Black,7.6,1.23,252,19,230,0.96
02-02-2020,Kerala,Kozhikode,Red,5.8,0.97,118,17,230,0.6
30-06-2020,Chandigarh,Chandigarh,Loamy,7.5,1.21,139,20,246,0.77
29-06-2020,Lakshadweep,Kavaratti,Loamy,6.9,0.75,212,25,273,0.93
26-10-2021,Lakshadweep,Kavaratti,Loamy,7.1,1.04,263,38,310,0.77
26-11-2019,Lakshadweep,Kavaratti,Loamy,5.7,0.26,153,23,197,0.77
24-11-2015,Uttar Pradesh,Kanpur,Alluvial,6.7,0.29,252,42,272,1.35
23-07-2023,Andhra Pradesh,Visakhapatnam,Red,6.5,1.23,174,33,148,0.52
09-09-2022,Arunachal Pradesh,Itanagar,Loamy,5.8,0.06,182,40,207,1.24
24-01-2024,Mizoram,Aizawl,Loamy,6.6,0.42,265,36,315,0.93
14-01-2024,Chandigarh,Chandigarh,Loamy,7.1,1.01,249,36,340,0.81
11-03-2022,Gujarat,Surat,Sandy,6.6,0.21,140,7,135,0.35
20-07-2023,Uttarakhand,Dehradun,Loamy,7.1,1.42,162,45,206,1
28-01-2025,Himachal Pradesh,Shimla,Sandy Loam,5.4,1.02,132,16,47,0.67
23-01-2025,Sikkim,Gangtok,Loamy,6.6,0.99,187,35,261,0.98
13-05-2023,Puducherry,Puducherry,Loamy,6.8,0.61,248,35,307,0.85
11-07-2018,Andhra Pradesh,Krishna,Black,6.8,0.77,126,17,256,0.93
21-07-2024,Himachal Pradesh,Kangra,Loamy,6.4,0.62,273,24,211,1.31
10-08-2025,Punjab,Ludhiana,Alluvial,7.4,1.6,219,54,308,1.32
13-11-2020,Odisha,Bhubaneswar,Red,6.1,0.11,86,24,146,0.7
16-01-2018,Ladakh,Leh,Sandy Loam,6,0.07,111,9,122,0.85
16-08-2023,Bihar,Gaya,Alluvial,5.7,0.85,274,31,200,1.05
04-08-2018,Himachal Pradesh,Mandi,Loamy,7.3,0.65,191,28,235,1.19
27-09-2023,Sikkim,Gangtok,Loamy,6.2,0.19,249,18,346,0.87
01-11-2022,Nagaland,Kohima,Loamy,5.9,0.21,191,40,274,1.21
13-12-2021,Kerala,Ernakulam,Laterite,6.6,0.5,133,23,109,0.94
27-03-2016,Himachal Pradesh,Shimla,Loamy,6.3,0.84,171,40,275,0.88
04-03-2019,Goa,North Goa,Loamy,7.4,0.94,280,27,302,1.09
14-06-2015,Odisha,Bhubaneswar,Laterite,5.4,0.56,117,24,106,1
01-07-2015,Gujarat,Vadodara,Black,7.4,0.77,160,38,259,1.01
21-11-2021,Meghalaya,Shillong,Loamy,7.2,0.54,240,17,350,1.3
28-06-2017,Chhattisgarh,Raipur,Loamy,6.3,0.2,224,15,264,0.85
14-08-2022,Meghalaya,Shillong,Loamy,5.8,0.04,216,30,217,1.06
02-04-2017,Andhra Pradesh,Chittoor,Black,7.6,0.46,225,32,157,0.82
01-08-2017,Odisha,Bhubaneswar,Laterite,5.8,0.94,149,17,99,0.63
24-06-2020,Mizoram,Aizawl,Loamy,6.6,0.58,243,37,217,1.06
16-08-2020,Uttar Pradesh,Varanasi,Alluvial,7.1,0.41,275,49,321,0.9
26-11-2015,Sikkim,Gangtok,Loamy,6.5,0.3,216,40,293,1.17
13-02-2017,Haryana,Karnal,Alluvial,6.5,0.81,249,29,399,1.47
02-04-2025,Delhi,New Delhi,Loamy,7.1,1.09,166,29,220,1.05
07-01-2021,Arunachal Pradesh,Itanagar,Loamy,5.9,0.53,121,22,236,0.8
23-08-2023,Chandigarh,Chandigarh,Loamy,6.3,0.45,146,27,342,0.83
27-05-2015,Punjab,Patiala,Alluvial,6.5,0.39,291,33,338,1.22
12-02-2025,Nagaland,Kohima,Loamy,6.6,1.2,180,18,243,0.94
14-06-2024,Jharkhand,Ranchi,Loamy,6.6,0.82,123,45,215,1.12
03-07-2017,Telangana,Warangal,Red,6.3,0.13,92,12,134,0.49
21-04-2019,Bihar,Gaya,Alluvial,6.5,0.1,276,23,266,0.82
01-08-2018,Bihar,Gaya,Alluvial,6.7,1.13,259,43,321,1.52
10-07-2022,Madhya Pradesh,Bhopal,Red,3.7,1.84,125,6,137,0.31
23-03-2015,Tripura,Agartala,Loamy,7,0.8,172,40,337,1.3
28-05-2016,Madhya Pradesh,Bhopal,Black,6.9,0.8,207,34,194,1.12
04-04-2020,Nagaland,Kohima,Loamy,6.1,0.03,203,39,347,1.11
02-11-2022,Telangana,Hyderabad,Black,5.6,0.26,181,29,203,0.74
19-07-2022,Arunachal Pradesh,Itanagar,Loamy,5.6,0.27,210,26,315,1.16
23-04-2020,Delhi,New Delhi,Loamy,6.3,0.13,214,33,178,0.66
03-11-2024,Odisha,Bhubaneswar,Red,5.5,0.11,129,12,225,0.73
15-01-2017,Himachal Pradesh,Mandi,Loamy,6.6,0.23,238,38,275,0.78
29-05-2023,West Bengal,Howrah,Red,6.4,0.2,105,19,235,0.56
10-11-2018,Jammu and Kashmir,Srinagar,Loamy,6.3,0.53,143,25,232,1.15
07-12-2016,Jharkhand,Ranchi,Loamy,6.8,0.73,235,36,304,1.22
15-04-2016,Andhra Pradesh,Visakhapatnam,Red,6.4,0.21,188,20,143,0.86
26-09-2023,Rajasthan,Jodhpur,Desert,6.5,0.47,110,7,32,0.22
31-01-2016,Himachal Pradesh,Kangra,Sandy Loam,6.5,0.26,69,17,170,0.43
05-04-2019,Manipur,Imphal,Loamy,6.3,0.67,252,39,322,0.78
27-04-2021,Jammu and Kashmir,Srinagar,Loamy,7.3,0.71,235,44,263,0.79
15-03-2017,Chhattisgarh,Raipur,Loamy,6.8,0.77,231,39,256,0.76
22-07-2017,Sikkim,Gangtok,Loamy,7.1,0.49,253,31,197,1.06
03-07-2018,Tamil Nadu,Coimbatore,Alluvial,7.5,0.22,276,27,279,1.06
24-10-2019,Gujarat,Vadodara,Black,7.1,0.8,107,17,154,1.01
23-06-2017,Tamil Nadu,Coimbatore,Red,6.4,0.83,142,15,225,0.6
11-01-2024,Tripura,Agartala,Loamy,6,0.3,199,21,181,0.88
12-12-2017,Uttarakhand,Dehradun,Loamy,6.3,0.24,139,31,303,1.08
07-03-2023,Goa,North Goa,Loamy,5.8,0.07,187,17,180,1.19
05-03-2020,Puducherry,Puducherry,Loamy,6.7,0.31,166,41,209,1.01
04-03-2019,Himachal Pradesh,Shimla,Sandy Loam,5.9,0.11,147,15,154,0.65
17-10-2024,Delhi,New Delhi,Loamy,8.5,2.15,211,32,316,1.24
11-12-2022,Goa,North Goa,Loamy,7.1,1.39,239,27,278,1.37
19-10-2018,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.7,0.77,236,37,286,0.79
27-07-2018,Puducherry,Puducherry,Loamy,6.7,0.07,152,31,262,0.66
15-08-2016,Andaman and Nicobar Islands,Port Blair,Loamy,6.2,0.72,198,19,264,0.85
24-07-2022,Maharashtra,Mumbai,Black,7.5,0.47,135,24,316,0.78
04-11-2023,Ladakh,Leh,Sandy Loam,6.7,0.21,99,18,120,0.4
03-05-2022,Ladakh,Leh,Sandy Loam,6.7,0.27,130,15,150,0.46
07-10-2020,Manipur,Imphal,Loamy,6.8,0.75,263,33,237,0.8
26-05-2025,Haryana,Hisar,Sandy,6.7,1.02,145,8,117,0.75
08-05-2015,Uttar Pradesh,Varanasi,Alluvial,6.4,0.51,211,26,323,1.5
05-01-2017,Ladakh,Leh,Sandy Loam,6.7,0.61,148,12,172,0.49
31-07-2022,Rajasthan,Jaipur,Sandy,4.6,1.09,74,6,86,0.18
22-09-2023,West Bengal,Howrah,Alluvial,6.1,0.05,160,43,377,0.88
25-12-2023,Bihar,Purnia,Alluvial,4.9,0.87,279,22,342,1.01
17-01-2022,Meghalaya,Shillong,Loamy,7.1,0.49,204,39,309,1.07
04-06-2016,Sikkim,Gangtok,Loamy,6.5,0.74,272,16,287,1.22
12-02-2022,Kerala,Ernakulam,Red,7.4,1.36,174,33,245,0.97
25-08-2015,Meghalaya,Shillong,Loamy,6.1,0.42,209,36,235,0.76
28-07-2018,Andaman and Nicobar Islands,Port Blair,Loamy,7.4,1.07,184,28,260,0.96
23-05-2024,Nagaland,Kohima,Loamy,6.1,0.18,117,25,207,0.65
17-12-2023,Jharkhand,Ranchi,Loamy,5.4,0.72,205,39,255,0.97
17-11-2019,Nagaland,Kohima,Loamy,7,0.43,146,23,251,1.08
25-07-2018,Andhra Pradesh,Visakhapatnam,Alluvial,7,0.22,284,29,263,1.43
20-01-2024,Rajasthan,Jaipur,Sandy,6.3,0.45,95,17,120,0.66
16-12-2021,Andhra Pradesh,Guntur,Alluvial,8,1.53,163,27,245,1.15
13-08-2020,Manipur,Imphal,Loamy,6.2,0.6,149,39,339,0.94
06-06-2022,Bihar,Purnia,Alluvial,7.2,1.23,176,48,308,0.86
17-03-2016,Punjab,Amritsar,Alluvial,7.5,0.78,208,49,228,1.28
07-09-2020,Jharkhand,Ranchi,Loamy,6.6,0.19,118,26,215,1.08
16-09-2023,Tamil Nadu,Madurai,Red,5.2,0.03,106,15,133,0.73
11-04-2022,Puducherry,Puducherry,Loamy,6.4,0.71,131,40,209,0.75
26-05-2025,Delhi,New Delhi,Loamy,5.3,0.59,194,40,167,0.88
15-03-2017,Puducherry,Puducherry,Loamy,6.1,0.43,120,37,219,0.9
16-03-2015,Jharkhand,Ranchi,Loamy,6.5,0.45,135,18,234,1.19
25-11-2022,Punjab,Patiala,Alluvial,6.7,1.01,217,27,403,0.95
23-10-2023,Andhra Pradesh,Krishna,Alluvial,6.4,0.06,201,46,359,1.33
15-12-2020,Madhya Pradesh,Bhopal,Black,6.6,0.74,157,20,246,1.15
29-09-2025,Andhra Pradesh,Chittoor,Alluvial,6.7,1.15,217,26,378,1.52
20-09-2020,Chhattisgarh,Raipur,Loamy,6,0.2,117,19,297,0.89
11-10-2018,Meghalaya,Shillong,Loamy,6.1,0.41,264,42,223,1.21
10-02-2015,Manipur,Imphal,Loamy,6.7,0.31,233,37,322,0.8
01-03-2023,West Bengal,Howrah,Red,6.7,0.67,197,25,122,0.55
12-09-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.7,0.29,224,20,275,1.26
16-06-2023,Tamil Nadu,Chennai,Red,8,1.89,215,21,241,0.89
28-08-2019,Mizoram,Aizawl,Loamy,5.9,0.38,256,27,192,1.2
30-10-2023,Puducherry,Puducherry,Loamy,6.1,0.07,181,24,266,1.02
04-05-2023,Madhya Pradesh,Bhopal,Black,7.7,1.41,153,38,186,0.79
02-11-2018,Maharashtra,Pune,Red,6.5,0.27,155,29,178,0.51
10-08-2016,Karnataka,Bangalore,Red,6.1,0.66,174,21,219,0.6
11-06-2019,West Bengal,Kolkata,Red,6,0.33,98,14,194,0.77
17-02-2025,Lakshadweep,Kavaratti,Loamy,8,2.19,252,32,280,1.25
08-12-2015,Jammu and Kashmir,Srinagar,Loamy,7.1,0.39,202,19,230,1.11
05-09-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.2,0.9,156,38,349,0.77
01-09-2025,Mizoram,Aizawl,Loamy,5.9,0.17,147,40,263,0.7
12-03-2024,Himachal Pradesh,Shimla,Loamy,4.6,1.17,180,21,161,1.01
07-10-2016,Jharkhand,Ranchi,Loamy,6.5,0.65,251,24,180,1.24
31-12-2016,Haryana,Hisar,Sandy,6.7,0.07,52,13,59,0.78
17-06-2015,Rajasthan,Jaipur,Sandy,6.9,0.36,56,10,87,0.54
01-09-2016,Madhya Pradesh,Bhopal,Black,7.1,0.9,241,29,279,0.69
04-05-2021,Chhattisgarh,Raipur,Loamy,5.5,0.02,225,17,268,1.19
08-11-2019,Goa,North Goa,Loamy,6.7,0.1,182,21,332,1.16
02-08-2020,Chandigarh,Chandigarh,Loamy,6.2,0.05,189,19,200,0.91
08-11-2022,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.1,0.56,132,31,318,1.26
30-03-2016,Mizoram,Aizawl,Loamy,6.8,0.3,134,37,218,0.96
01-02-2023,Karnataka,Hubli,Laterite,6.7,1.72,112,24,136,0.67
05-09-2019,Punjab,Ludhiana,Alluvial,7.1,0.69,240,38,314,0.91
04-07-2024,Himachal Pradesh,Kangra,Sandy Loam,7.7,1.47,121,29,166,0.57
17-02-2023,Arunachal Pradesh,Itanagar,Loamy,6.8,0.51,239,28,312,0.97
17-04-2023,Andhra Pradesh,Visakhapatnam,Alluvial,7.8,0.92,283,25,229,1.23
17-09-2024,Bihar,Purnia,Alluvial,7.3,0.61,224,24,327,1.43
02-12-2016,Ladakh,Leh,Sandy Loam,7.2,0.29,141,19,177,0.8
05-05-2022,Tripura,Agartala,Loamy,7.6,1.47,239,38,313,1
08-12-2024,Assam,Dibrugarh,Alluvial,8.7,2.14,183,35,235,0.95
19-05-2019,Himachal Pradesh,Kangra,Loamy,5.5,0.11,257,23,265,1.04
10-05-2015,Sikkim,Gangtok,Loamy,6.9,0.45,257,29,360,0.7
26-05-2023,Tamil Nadu,Madurai,Alluvial,5.8,0.03,150,41,202,1.28
20-01-2020,Kerala,Kozhikode,Red,6.5,0.62,178,17,144,0.81
18-10-2018,Jharkhand,Ranchi,Loamy,6.4,0.34,130,39,301,0.94
04-05-2025,Puducherry,Puducherry,Loamy,6.7,0.55,253,29,299,0.93
06-11-2022,Jharkhand,Ranchi,Loamy,7.4,1.05,196,24,199,1.12
23-11-2016,Chandigarh,Chandigarh,Loamy,6.8,0.37,129,30,327,0.72
17-03-2024,Sikkim,Gangtok,Loamy,5.2,0.62,128,16,251,1.15
26-10-2018,Goa,North Goa,Loamy,6.4,0.72,131,32,332,1.29
04-03-2017,Arunachal Pradesh,Itanagar,Loamy,6.5,0.12,182,24,281,1.11
29-01-2015,Chandigarh,Chandigarh,Loamy,6.9,0.76,267,36,295,1.02
29-05-2015,Arunachal Pradesh,Itanagar,Loamy,6.2,0.36,198,20,284,1.09
17-07-2025,Lakshadweep,Kavaratti,Loamy,5.5,0.19,139,42,231,0.82
